Umbrella,Sunscreen,Snowpants/long johns),Dress,T-Shirt (or any 1 layer item),Long shirt,Shorts/skirt,"Long pants (Jeans, sweatpants, etc)","Long breezy pants (thin loose pants, athletic pants, etc)",Thin sweater,Thick sweater,Windbreaker/raincoat,Winter coat,Weather,Temp,Result
0,0,0,0,0,1,0,0,1,0,0,0,0,1,-4,FALSE
0,0,0,0,0,1,0,0,1,1,0,0,0,1,-3,FALSE
0,0,0,0,0,1,0,0,1,0,1,0,0,1,-9,FALSE
0,0,0,0,0,1,0,0,1,0,0,1,0,1,-8,FALSE
0,0,0,0,1,0,0,1,0,0,0,0,1,1,-7,FALSE
0,0,0,0,1,0,0,1,0,1,0,0,1,1,-6,TRUE
0,0,0,0,1,0,0,1,0,0,1,0,1,1,-5,TRUE
0,0,0,0,1,0,0,0,1,0,0,0,1,1,-4,FALSE
0,0,0,0,1,0,0,0,1,1,0,0,1,1,-3,TRUE
0,0,0,0,1,0,0,0,1,0,1,0,1,1,-9,TRUE
0,0,0,0,0,1,0,1,0,0,0,0,1,1,-8,FALSE
0,0,0,0,0,1,0,1,0,1,0,0,1,1,-7,TRUE
0,0,0,0,0,1,0,1,0,0,1,0,1,1,-6,TRUE
0,0,0,0,0,1,0,0,1,0,0,0,1,1,-5,FALSE
0,0,0,0,0,1,0,0,1,1,0,0,1,1,-4,TRUE
0,0,0,0,0,1,0,0,1,0,1,0,1,1,-3,TRUE
0,1,0,0,1,0,1,0,0,0,0,0,0,1,-9,FALSE
0,1,0,0,1,0,1,0,0,1,0,0,0,1,-8,FALSE
0,1,0,0,1,0,1,0,0,0,1,0,0,1,-7,FALSE
0,1,0,0,1,0,1,0,0,0,0,1,0,1,-6,FALSE
0,1,0,0,1,0,0,1,0,0,0,0,0,1,-5,FALSE
0,1,0,0,1,0,0,0,1,0,0,0,0,1,-4,FALSE
0,1,0,0,0,1,1,0,0,0,0,0,0,1,-3,FALSE
0,0,1,0,1,0,0,1,0,0,0,0,1,1,-9,FALSE
0,0,1,0,1,0,0,1,0,1,0,0,1,1,-8,FALSE
0,0,1,0,1,0,0,1,0,0,1,0,1,1,-7,FALSE
0,0,1,0,1,0,0,0,1,0,0,0,1,1,-6,FALSE
0,0,1,0,1,0,0,0,1,1,0,0,1,1,-5,FALSE
0,0,1,0,1,0,0,0,1,0,1,0,1,1,-4,FALSE
0,0,1,0,0,1,0,1,0,0,0,0,1,1,-3,FALSE
0,0,1,0,0,1,0,1,0,1,0,0,1,1,-9,FALSE
0,0,1,0,0,1,0,1,0,0,1,0,1,1,-8,FALSE
0,0,1,0,0,1,0,0,1,0,0,0,1,1,-7,FALSE
0,0,1,0,0,1,0,0,1,1,0,0,1,1,-6,FALSE
0,0,1,0,0,1,0,0,1,0,1,0,1,1,-5,FALSE
1,0,0,0,1,0,1,0,0,0,0,0,0,1,-4,FALSE
1,0,0,0,1,0,1,0,0,1,0,0,0,1,-3,FALSE
1,0,0,0,1,0,1,0,0,0,1,0,0,1,-9,FALSE
1,0,0,0,1,0,1,0,0,0,0,1,0,1,-8,FALSE
1,0,0,0,1,0,0,1,0,0,0,0,0,1,-7,FALSE
1,0,0,0,1,0,0,1,0,1,0,0,0,1,-6,FALSE
1,0,0,0,1,0,0,1,0,0,1,0,0,1,-5,FALSE
1,0,0,0,1,0,0,1,0,0,0,1,0,1,-4,FALSE
1,0,0,0,1,0,0,0,1,0,0,0,0,1,-3,FALSE
1,0,0,0,1,0,0,0,1,1,0,0,0,1,-9,FALSE
1,0,0,0,1,0,0,0,1,0,1,0,0,1,-8,FALSE
1,0,0,0,1,0,0,0,1,0,0,1,0,1,-7,FALSE
1,0,0,0,0,1,1,0,0,0,0,0,0,1,-6,FALSE
1,0,0,0,0,1,1,0,0,1,0,0,0,1,-5,FALSE
1,0,0,0,0,1,1,0,0,0,1,0,0,1,-4,FALSE
1,0,0,0,0,1,1,0,0,0,0,1,0,1,-3,FALSE
1,0,0,0,0,1,0,1,0,0,0,0,0,1,-9,FALSE
1,0,0,0,0,1,0,1,0,1,0,0,0,1,-8,FALSE
1,0,0,0,0,1,0,1,0,0,1,0,0,1,-7,FALSE
1,0,0,0,0,1,0,1,0,0,0,1,0,1,-6,FALSE
1,0,0,0,0,1,0,0,1,0,0,0,0,1,-5,FALSE
1,0,0,0,0,1,0,0,1,1,0,0,0,1,-4,FALSE
1,0,0,0,0,1,0,0,1,0,1,0,0,1,-3,FALSE
1,0,0,0,0,1,0,0,1,0,0,1,0,1,-9,FALSE
1,0,0,1,0,0,0,0,0,0,0,0,0,1,-8,FALSE
1,0,0,1,0,0,0,0,0,0,0,1,0,1,-7,FALSE
1,0,0,1,0,0,0,0,0,0,1,0,0,1,-6,FALSE
1,0,0,1,0,0,0,0,0,1,0,0,0,1,-5,FALSE
0,0,0,1,0,0,0,0,0,0,0,0,0,1,-4,FALSE
0,0,0,1,0,0,0,0,0,0,0,1,0,1,-3,FALSE
0,0,0,1,0,0,0,0,0,0,1,0,0,1,-10,FALSE
0,0,0,1,0,0,0,0,0,1,0,0,0,1,-11,FALSE
0,1,0,1,0,0,0,0,0,0,0,0,0,1,-12,FALSE
0,1,0,1,0,0,0,0,0,0,0,1,0,1,-13,FALSE
0,1,0,1,0,0,0,0,0,0,1,0,0,1,-10,FALSE
0,1,0,1,0,0,0,0,0,1,0,0,0,1,-10,FALSE
0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,FALSE
0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,FALSE
0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,FALSE
0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,FALSE
0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,FALSE
0,0,0,0,1,0,0,1,0,1,0,0,0,1,2,FALSE
0,0,0,0,1,0,0,1,0,0,1,0,0,1,3,FALSE
0,0,0,0,1,0,0,1,0,0,0,1,0,1,3,FALSE
0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,FALSE
0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,FALSE
0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,FALSE
0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,FALSE
0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,FALSE
0,0,0,0,0,1,1,0,0,1,0,0,0,1,3,FALSE
0,0,0,0,0,1,1,0,0,0,1,0,0,1,3,FALSE
0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,FALSE
0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,FALSE
0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,FALSE
0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,FALSE
0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,FALSE
0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,FALSE
0,0,0,0,0,1,0,0,1,1,0,0,0,1,3,FALSE
0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,FALSE
0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,FALSE
0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,TRUE
0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,TRUE
0,0,0,0,1,0,0,1,0,0,1,0,1,1,2,FALSE
0,0,0,0,1,0,0,0,1,0,0,0,1,1,3,TRUE
0,0,0,0,1,0,0,0,1,1,0,0,1,1,3,TRUE
0,0,0,0,1,0,0,0,1,0,1,0,1,1,2,FALSE
0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,TRUE
0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,TRUE
0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,FALSE
0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,TRUE
0,0,0,0,0,1,0,0,1,1,0,0,1,1,3,TRUE
0,0,0,0,0,1,0,0,1,0,1,0,1,1,3,FALSE
0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,FALSE
0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,FALSE
0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,FALSE
0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,FALSE
0,1,0,0,1,0,0,1,0,0,0,0,0,1,2,FALSE
0,1,0,0,1,0,0,0,1,0,0,0,0,1,3,FALSE
0,1,0,0,0,1,1,0,0,0,0,0,0,1,-3,FALSE
0,0,1,0,1,0,0,1,0,0,0,0,1,1,-1,FALSE
0,0,1,0,1,0,0,1,0,1,0,0,1,1,-2,FALSE
0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,FALSE
0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,FALSE
0,0,1,0,1,0,0,0,1,1,0,0,1,1,2,FALSE
0,0,1,0,1,0,0,0,1,0,1,0,1,1,3,FALSE
0,0,1,0,0,1,0,1,0,0,0,0,1,1,4,FALSE
0,0,1,0,0,1,0,1,0,1,0,0,1,1,5,FALSE
0,0,1,0,0,1,0,1,0,0,1,0,1,1,6,FALSE
0,0,1,0,0,1,0,0,1,0,0,0,1,1,-3,FALSE
0,0,1,0,0,1,0,0,1,1,0,0,1,1,-1,FALSE
0,0,1,0,0,1,0,0,1,0,1,0,1,1,-2,FALSE
1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,FALSE
1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,FALSE
1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,TRUE
1,0,0,0,1,0,1,0,0,0,0,1,0,1,3,FALSE
1,0,0,0,1,0,0,1,0,0,0,0,0,1,4,FALSE
1,0,0,0,1,0,0,1,0,1,0,0,0,1,5,FALSE
1,0,0,0,1,0,0,1,0,0,1,0,0,1,6,TRUE
1,0,0,0,1,0,0,1,0,0,0,1,0,1,-3,FALSE
1,0,0,0,1,0,0,0,1,0,0,0,0,1,-1,FALSE
1,0,0,0,1,0,0,0,1,1,0,0,0,1,-2,FALSE
1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,TRUE
1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,FALSE
1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,FALSE
1,0,0,0,0,1,1,0,0,1,0,0,0,1,3,FALSE
1,0,0,0,0,1,1,0,0,0,1,0,0,1,4,FALSE
1,0,0,0,0,1,1,0,0,0,0,1,0,1,5,FALSE
1,0,0,0,0,1,0,1,0,0,0,0,0,1,6,FALSE
1,0,0,0,0,1,0,1,0,1,0,0,0,1,-3,FALSE
1,0,0,0,0,1,0,1,0,0,1,0,0,1,-1,TRUE
1,0,0,0,0,1,0,1,0,0,0,1,0,1,-2,FALSE
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,FALSE
1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,FALSE
1,0,0,0,0,1,0,0,1,0,1,0,0,1,2,TRUE
1,0,0,0,0,1,0,0,1,0,0,1,0,1,3,FALSE
1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,FALSE
1,0,0,1,0,0,0,0,0,0,0,1,0,1,5,FALSE
1,0,0,1,0,0,0,0,0,0,1,0,0,1,6,TRUE
1,0,0,1,0,0,0,0,0,1,0,0,0,1,-3,FALSE
0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,FALSE
0,0,0,1,0,0,0,0,0,0,0,1,0,1,-2,FALSE
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,FALSE
0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,FALSE
0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,FALSE
0,1,0,1,0,0,0,0,0,0,0,1,0,1,3,FALSE
0,1,0,1,0,0,0,0,0,0,1,0,0,1,4,FALSE
0,1,0,1,0,0,0,0,0,1,0,0,0,1,5,FALSE
0,0,0,0,1,0,1,0,0,0,0,0,0,1,6,FALSE
0,0,0,0,1,0,1,0,0,1,0,0,0,1,10,FALSE
0,0,0,0,1,0,1,0,0,0,1,0,0,1,11,FALSE
0,0,0,0,1,0,1,0,0,0,0,1,0,1,12,TRUE
0,0,0,0,1,0,0,1,0,0,0,0,0,1,13,FALSE
0,0,0,0,1,0,0,1,0,1,0,0,0,1,14,FALSE
0,0,0,0,1,0,0,1,0,0,1,0,0,1,9,FALSE
0,0,0,0,1,0,0,1,0,0,0,1,0,1,8,TRUE
0,0,0,0,1,0,0,0,1,0,0,0,0,1,7,FALSE
0,0,0,0,1,0,0,0,1,1,0,0,0,1,6,FALSE
0,0,0,0,1,0,0,0,1,0,1,0,0,1,10,FALSE
0,0,0,0,1,0,0,0,1,0,0,1,0,1,11,TRUE
0,0,0,0,0,1,1,0,0,0,0,0,0,1,12,FALSE
0,0,0,0,0,1,1,0,0,1,0,0,0,1,13,FALSE
0,0,0,0,0,1,1,0,0,0,1,0,0,1,14,FALSE
0,0,0,0,0,1,1,0,0,0,0,1,0,1,9,TRUE
0,0,0,0,0,1,0,1,0,0,0,0,0,1,8,FALSE
0,0,0,0,0,1,0,1,0,1,0,0,0,1,7,FALSE
0,0,0,0,0,1,0,1,0,0,1,0,0,1,6,FALSE
0,0,0,0,0,1,0,1,0,0,0,1,0,1,10,TRUE
0,0,0,0,0,1,0,0,1,0,0,0,0,1,11,FALSE
0,0,0,0,0,1,0,0,1,1,0,0,0,1,12,FALSE
0,0,0,0,0,1,0,0,1,0,1,0,0,1,13,FALSE
0,0,0,0,0,1,0,0,1,0,0,1,0,1,14,TRUE
0,0,0,0,1,0,0,1,0,0,0,0,1,1,9,FALSE
0,0,0,0,1,0,0,1,0,1,0,0,1,1,8,FALSE
0,0,0,0,1,0,0,1,0,0,1,0,1,1,7,FALSE
0,0,0,0,1,0,0,0,1,0,0,0,1,1,6,FALSE
0,0,0,0,1,0,0,0,1,1,0,0,1,1,10,FALSE
0,0,0,0,1,0,0,0,1,0,1,0,1,1,11,FALSE
0,0,0,0,0,1,0,1,0,0,0,0,1,1,12,FALSE
0,0,0,0,0,1,0,1,0,1,0,0,1,1,13,FALSE
0,0,0,0,0,1,0,1,0,0,1,0,1,1,14,FALSE
0,0,0,0,0,1,0,0,1,0,0,0,1,1,9,FALSE
0,0,0,0,0,1,0,0,1,1,0,0,1,1,8,FALSE
0,0,0,0,0,1,0,0,1,0,1,0,1,1,7,FALSE
0,1,0,0,1,0,1,0,0,0,0,0,0,1,6,FALSE
0,1,0,0,1,0,1,0,0,1,0,0,0,1,10,FALSE
0,1,0,0,1,0,1,0,0,0,1,0,0,1,11,FALSE
0,1,0,0,1,0,1,0,0,0,0,1,0,1,12,FALSE
0,1,0,0,1,0,0,1,0,0,0,0,0,1,13,FALSE
0,1,0,0,1,0,0,0,1,0,0,0,0,1,14,FALSE
0,1,0,0,0,1,1,0,0,0,0,0,0,1,9,FALSE
0,0,1,0,1,0,0,1,0,0,0,0,1,1,8,FALSE
0,0,1,0,1,0,0,1,0,1,0,0,1,1,7,FALSE
0,0,1,0,1,0,0,1,0,0,1,0,1,1,6,FALSE
0,0,1,0,1,0,0,0,1,0,0,0,1,1,10,FALSE
0,0,1,0,1,0,0,0,1,1,0,0,1,1,11,FALSE
0,0,1,0,1,0,0,0,1,0,1,0,1,1,12,FALSE
0,0,1,0,0,1,0,1,0,0,0,0,1,1,13,FALSE
0,0,1,0,0,1,0,1,0,1,0,0,1,1,14,FALSE
0,0,1,0,0,1,0,1,0,0,1,0,1,1,9,FALSE
0,0,1,0,0,1,0,0,1,0,0,0,1,1,8,FALSE
0,0,1,0,0,1,0,0,1,1,0,0,1,1,7,FALSE
0,0,1,0,0,1,0,0,1,0,1,0,1,1,6,FALSE
1,0,0,0,1,0,1,0,0,0,0,0,0,1,10,FALSE
1,0,0,0,1,0,1,0,0,1,0,0,0,1,11,TRUE
1,0,0,0,1,0,1,0,0,0,1,0,0,1,12,TRUE
1,0,0,0,1,0,1,0,0,0,0,1,0,1,13,TRUE
1,0,0,0,1,0,0,1,0,0,0,0,0,1,14,FALSE
1,0,0,0,1,0,0,1,0,1,0,0,0,1,9,TRUE
1,0,0,0,1,0,0,1,0,0,1,0,0,1,8,TRUE
1,0,0,0,1,0,0,1,0,0,0,1,0,1,7,TRUE
1,0,0,0,1,0,0,0,1,0,0,0,0,1,6,FALSE
1,0,0,0,1,0,0,0,1,1,0,0,0,1,10,TRUE
1,0,0,0,1,0,0,0,1,0,1,0,0,1,11,TRUE
1,0,0,0,1,0,0,0,1,0,0,1,0,1,12,TRUE
1,0,0,0,0,1,1,0,0,0,0,0,0,1,13,FALSE
1,0,0,0,0,1,1,0,0,1,0,0,0,1,14,TRUE
1,0,0,0,0,1,1,0,0,0,1,0,0,1,9,TRUE
1,0,0,0,0,1,1,0,0,0,0,1,0,1,8,TRUE
1,0,0,0,0,1,0,1,0,0,0,0,0,1,7,TRUE
1,0,0,0,0,1,0,1,0,1,0,0,0,1,6,TRUE
1,0,0,0,0,1,0,1,0,0,1,0,0,1,10,TRUE
1,0,0,0,0,1,0,1,0,0,0,1,0,1,11,TRUE
1,0,0,0,0,1,0,0,1,0,0,0,0,1,12,TRUE
1,0,0,0,0,1,0,0,1,1,0,0,0,1,13,TRUE
1,0,0,0,0,1,0,0,1,0,1,0,0,1,14,TRUE
1,0,0,0,0,1,0,0,1,0,0,1,0,1,9,TRUE
1,0,0,1,0,0,0,0,0,0,0,0,0,1,8,TRUE
1,0,0,1,0,0,0,0,0,0,0,1,0,1,7,TRUE
1,0,0,1,0,0,0,0,0,0,1,0,0,1,6,TRUE
1,0,0,1,0,0,0,0,0,1,0,0,0,1,10,TRUE
0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,FALSE
0,0,0,1,0,0,0,0,0,0,0,1,0,1,12,FALSE
0,0,0,1,0,0,0,0,0,0,1,0,0,1,13,FALSE
0,0,0,1,0,0,0,0,0,1,0,0,0,1,14,FALSE
0,1,0,1,0,0,0,0,0,0,0,0,0,1,9,FALSE
0,1,0,1,0,0,0,0,0,0,0,1,0,1,8,FALSE
0,1,0,1,0,0,0,0,0,0,1,0,0,1,7,FALSE
0,1,0,1,0,0,0,0,0,1,0,0,0,1,6,FALSE
0,0,0,0,1,0,1,0,0,0,0,0,0,1,17,FALSE
0,0,0,0,1,0,1,0,0,1,0,0,0,1,18,FALSE
0,0,0,0,1,0,1,0,0,0,1,0,0,1,19,FALSE
0,0,0,0,1,0,1,0,0,0,0,1,0,1,20,TRUE
0,0,0,0,1,0,0,1,0,0,0,0,0,1,21,FALSE
0,0,0,0,1,0,0,1,0,1,0,0,0,1,22,FALSE
0,0,0,0,1,0,0,1,0,0,1,0,0,1,23,FALSE
0,0,0,0,1,0,0,1,0,0,0,1,0,1,24,TRUE
0,0,0,0,1,0,0,0,1,0,0,0,0,1,17,FALSE
0,0,0,0,1,0,0,0,1,1,0,0,0,1,18,FALSE
0,0,0,0,1,0,0,0,1,0,1,0,0,1,19,FALSE
0,0,0,0,1,0,0,0,1,0,0,1,0,1,20,TRUE
0,0,0,0,0,1,1,0,0,0,0,0,0,1,21,FALSE
0,0,0,0,0,1,1,0,0,1,0,0,0,1,22,FALSE
0,0,0,0,0,1,1,0,0,0,1,0,0,1,23,FALSE
0,0,0,0,0,1,1,0,0,0,0,1,0,1,24,TRUE
0,0,0,0,0,1,0,1,0,0,0,0,0,1,17,FALSE
0,0,0,0,0,1,0,1,0,1,0,0,0,1,18,FALSE
0,0,0,0,0,1,0,1,0,0,1,0,0,1,19,FALSE
0,0,0,0,0,1,0,1,0,0,0,1,0,1,20,TRUE
0,0,0,0,0,1,0,0,1,0,0,0,0,1,21,FALSE
